,original_text,ground_truth_output
158,"What is the edge of the moraine plateau called?>>>>The significant element of the relief, in this part of Warsaw, is the edge of moraine plateau called Warsaw Escarpment.",0.0
159,"Other than a peace-ray, what did reporters call the weapon?>>>>The press variably referred to it as a ""peace ray"" or death ray.",0.0
160,"When was the Upper Rhine sold to Burgundy?>>>>The mouths of the Rhine, in the county of Holland, fell to the Burgundian Netherlands in the 15th century; Holland remained contentious territory throughout the European wars of religion and the eventual collapse of the Holy Roman Empire, when the length of the Rhine fell to the First French Empire and its client states.",1.0
161,"When using a probabilistic algorithm, how is the probability that the number is composite expressed mathematically?>>>>If we repeat the test n times and pass every time, then the probability that our number is composite is 1/(1-p)n, which decreases exponentially with the number of tests, so we can be as sure as we like (though never perfectly sure) that the number is prime.",0.0
162,"How many miles south of San Jose is the north - south midway point located?>>>>This definition coincides neatly with the county lines at 35° 47′ 28″ north latitude, which form the northern borders of San Luis Obispo, Kern, and San Bernardino counties.",1.0
163,"What year was the latest addition to the Church of St. Andrew?>>>>The present building was begun in the 12th Century and the last addition to it, apart from the vestries, was the main porch in 1726.",0.0
164,"Which Doctors were highlighted on the first audio releases on CD?>>>>The earliest of these featured the Fifth, Sixth and Seventh Doctors, with Paul McGann's Eight Doctor joining the line in 2001.",0.0
165,"When was the Royal University of Warsaw established?>>>>Following the Congress of Vienna of 1815, Warsaw became the centre of the Congress Poland, a constitutional monarchy under a personal union with Imperial Russia.",1.0
166,"What happened in 1992 in a UK-wide process?>>>>Northumbria University has its origins in the Newcastle Polytechnic, established in 1969 and became the University of Northumbria at Newcastle in 1992 as part of the UK-wide process in which polytechnics became new universities.",0.0
167,"What are environmentalists concerned about losing in the Amazon forest?>>>>Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.",0.0
168,"What will maidens be able to predict by floating their wreaths down the Vistula?>>>>Each Midsummer’s Eve, apart from the official floating of wreaths, jumping over fires, looking for the fern flower, there are musical performances, dignitaries' speeches, fairs and fireworks by the river bank.",1.0
169,"What is the earliest that Bach began using Luther hymns?>>>>Johann Sebastian Bach included several verses as chorales in his cantatas and based chorale cantatas entirely on them, namely Christ lag in Todes Banden, BWV 4, as early as possibly 1707, in his second annual cycle (1724 to 1725)",0.0
170,What happened to Dane?>>>>Dane was killed in a horse-riding accident when Nikola was five.,0.0
171,"What is the most common form of oxygen on the planet?>>>>The common allotrope of elemental oxygen on Earth is called dioxygen, O_2.",0.0
172,"What basin was formed when the Andes Mountains rose?>>>>During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch.",1.0
173,"Constitutional impasse is distinct from what key term?>>>>For instance, if the head of government of a country were to refuse to enforce a decision of that country's highest court, it would not be civil disobedience, since the head of government would be acting in her or his capacity as public official rather than private citizen.",1.0
174,"Most of the museum's collection had been returned by which year?>>>>Before the return of the collections after the war, the Britain Can Make It exhibition was held between September and November 1946, attracting nearly a million and a half visitors.",1.0
175,Where does the Nederrijn change it's name?>>>>The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.,1.0
176,"Who else did DATNET 1 refer to>>>>Strictly speaking Datanet 1 only referred to the network and the connected users via leased lines (using the X.121 DNIC 2041), the name also referred to the public PAD service Telepad (using the DNIC 2049).",0.0
177,"Where was Tesla studying when he started playing cards and billiards?>>>>During his second year of study at Graz, Tesla developed a passion for (and became very proficient at) billiards, chess and card-playing, sometimes spending more than 48 hours in a stretch at a gaming table.:43, 301",0.0
178,"What magnetic character do triplet O2 have?>>>>That is, they impart magnetic character to oxygen when it is in the presence of a magnetic field, because of the spin magnetic moments of the unpaired electrons in the molecule, and the negative exchange energy between neighboring O_2 molecules.",1.0
179,"When did the Rhine become borders with Francia?>>>>By the 6th century, the Rhine was within the borders of Francia.",0.0
180,"What does China's investment mean for Kenya?>>>>Kenyatta was ""[a]ccompanied by 60 Kenyan business people [and hoped to] ... gain support from China for a planned $2.5 billion railway from the southern Kenyan port of Mombasa to neighboring Uganda, as well as a nearly $1.8 billion dam"", according to a statement from the president's office also at the time of the trip.",1.0
181,"What are presented to parliament in addition to the bill itself?>>>>Stage 1 is the first, or introductory stage of the bill, where the minister or member in charge of the bill will formally introduce it to Parliament together with its accompanying documents –",0.0
